 100 100 0 80 100 0.744063 0.00114857 0.0249137 0.102949 0.225022 0.350292 0.453628 0.530534 0.585149 0.623567 0.650746 0.670275 0.684563 0.695252 0.70342 0.709755 0.71477 0.718806 0.722094 0.724806 0.727068 0.728976 0.730591 0.731971 0.733158 0.734184 0.735077 0.735857 0.736546 0.737159 0.737701 0.738182 0.738616 0.739003 0.739356 0.739673 0.739962 0.740224 0.740464 0.740684 0.740884 100 100 0 40 100 0.738076 0.00110446 0.0257142 0.105708 0.227719 0.350454 0.451344 0.526355 0.580139 0.618024 0.644926 0.664317 0.678584 0.689289 0.697492 0.70385 0.708879 0.712898 0.716163 0.718851 0.721085 0.722963 0.724555 0.725917 0.727094 0.728122 0.729013 0.729796 0.730492 0.731109 0.731658 0.732152 0.732595 0.732993 0.733352 0.733675 0.73397 0.734239 0.734482 0.734705 0.734909
 100 100 0 0 100 0.732924 0.000892065 0.020314 0.0958358 0.215833 0.340842 0.444617 0.52112 0.575039 0.612745 0.639432 0.658655 0.67283 0.683532 0.69173 0.698085 0.703108 0.707123 0.710372 0.713046 0.715267 0.717128 0.718711 0.720071 0.721249 0.722281 0.723186 0.723987 0.724697 0.725331 0.725897 0.726405 0.726862 0.727275 0.727653 0.727995 0.728304 0.72859 0.728849 0.729088 0.729306
 100 100 40 80 100 0.746296 0.00094464 0.0246583 0.103857 0.226941 0.352091 0.454251 0.530708 0.585443 0.623996 0.651338 0.671074 0.685563 0.696437 0.704761 0.711255 0.716383 0.720506 0.723852 0.726611 0.728909 0.730848 0.73249 0.733882 0.735087 0.73613 0.737047 0.737848 0.738552 0.73918 0.739738 0.740236 0.740683 0.741085 0.741448 0.741774 0.742072 0.742341 0.742589 0.742817 0.743023
 100 100 40 40 100 0.738233 0.00111325 0.0235344 0.103361 0.225089 0.34954 0.451535 0.527401 0.581385 0.619199 0.646101 0.665502 0.679755 0.69041 0.698504 0.704782 0.709724 0.71368 0.716898 0.71954 0.72174 0.723581 0.725142 0.72648 0.727627 0.728622 0.72949 0.730245 0.730919 0.731512 0.732041 0.732514 0.732937 0.733318 0.733664 0.733972 0.734258 0.734518 0.734752 0.734964 0.735161
 100 100 80 80 100 0.753569 0.000812515 0.0223743 0.0995191 0.221407 0.350439 0.457691 0.536524 0.591662 0.63009 0.657327 0.676998 0.691535 0.702477 0.710884 0.717467 0.722688 0.726892 0.73033 0.733166 0.73554 0.737539 0.739241 0.740698 0.741952 0.74304 0.743987 0.744823 0.745562 0.746214 0.746795 0.747313 0.747779 0.748197 0.748577 0.74892 0.749231 0.749513 0.749772 0.750009 0.750227
 100 200 0 80 100 0.77381 0.00400272 0.0576418 0.168474 0.295973 0.409599 0.498987 0.565669 0.614278 0.649746 0.675676 0.694966 0.709499 0.720623 0.72928 0.736111 0.741579 0.74601 0.749635 0.752628 0.755129 0.757239 0.759025 0.76055 0.761867 0.763007 0.763998 0.764866 0.765632 0.766307 0.766909 0.767444 0.767921 0.768351 0.768737 0.769087 0.769403 0.769689 0.769952 0.770191 0.770411
 100 200 0 40 100 0.75727 0.00442694 0.0571483 0.16877 0.293928 0.403556 0.489263 0.553339 0.600513 0.635075 0.660603 0.679633 0.694025 0.705053 0.713646 0.720415 0.725827 0.730186 0.733755 0.736691 0.739131 0.741176 0.742906 0.744388 0.745657 0.746755 0.747709 0.748545 0.74928 0.74993 0.750507 0.751022 0.751482 0.751899 0.752275 0.752614 0.752921 0.753203 0.753457 0.75369 0.753904
 100 200 0 0 100 0.752865 0.00360164 0.0504783 0.155527 0.280833 0.392692 0.481102 0.546952 0.595185 0.630414 0.656355 0.675614 0.690082 0.701097 0.709637 0.716349 0.721715 0.726041 0.729579 0.732494 0.734924 0.736966 0.738693 0.740164 0.741428 0.742519 0.743468 0.744298 0.745029 0.74568 0.746254 0.746765 0.747222 0.747634 0.748004 0.748338 0.748644 0.74892 0.749172 0.749403 0.749612
 100 200 40 80 100 0.768213 0.00321037 0.051697 0.161553 0.288712 0.403317 0.493705 0.560861 0.609392 0.644695 0.67062 0.689855 0.704378 0.715499 0.724133 0.730933 0.736362 0.740756 0.744344 0.747308 0.749772 0.751851 0.753603 0.755105 0.756394 0.757509 0.758481 0.75933 0.760078 0.76074 0.76133 0.761857 0.762326 0.762747 0.76313 0.763475 0.763788 0.76407 0.764327 0.764566 0.764785
 100 200 40 40 100 0.759368 0.00436348 0.0583974 0.169134 0.293701 0.404328 0.49191 0.55672 0.60396 0.638335 0.663482 0.682214 0.696369 0.70722 0.715642 0.722289 0.727605 0.731908 0.735443 0.738361 0.740795 0.742847 0.744594 0.746089 0.747382 0.748499 0.749471 0.750327 0.751086 0.751757 0.752349 0.752881 0.753356 0.753784 0.75417 0.75452 0.754839 0.755128 0.755391 0.755631 0.755853
 100 200 80 80 100 0.772929 0.00364139 0.0531825 0.16225 0.291019 0.40622 0.497309 0.564772 0.613906 0.649556 0.675562 0.69484 0.709378 0.720503 0.729136 0.735929 0.74135 0.74573 0.749309 0.752256 0.754716 0.756786 0.758541 0.760041 0.761333 0.762447 0.763419 0.764264 0.76501 0.765667 0.766251 0.766771 0.767235 0.767651 0.768027 0.768364 0.768671 0.76895 0.769204 0.769435 0.769647
 100 300 0 80 100 0.779278 0.00849938 0.0829454 0.206583 0.331976 0.436959 0.518673 0.579129 0.623702 0.656569 0.681128 0.699642 0.713809 0.724779 0.733409 0.740271 0.745809 0.75031 0.754023 0.757103 0.759677 0.761856 0.763712 0.765292 0.766658 0.767845 0.768876 0.769785 0.770586 0.771293 0.771923 0.772485 0.772986 0.773436 0.773841 0.774206 0.77454 0.774841 0.775117 0.77537 0.775602
 100 300 0 40 100 0.774184 0.0084189 0.0850944 0.210889 0.335126 0.438546 0.518917 0.57812 0.6217 0.65393 0.67801 0.696205 0.710116 0.720922 0.729386 0.736105 0.741535 0.745951 0.749571 0.752573 0.755083 0.757201 0.759002 0.760543 0.761866 0.763012 0.764015 0.764896 0.765674 0.766357 0.766967 0.767506 0.767994 0.768432 0.768828 0.769185 0.76951 0.769807 0.770079 0.770326 0.770553
 100 300 0 0 100 0.771871 0.00848873 0.086443 0.211733 0.335894 0.438737 0.517851 0.576535 0.619745 0.651747 0.675655 0.693756 0.707611 0.718368 0.72683 0.733553 0.738983 0.743398 0.747039 0.750064 0.752596 0.754734 0.756558 0.758114 0.759452 0.760615 0.761627 0.762513 0.763298 0.76399 0.764605 0.765155 0.765649 0.766093 0.766492 0.766852 0.767177 0.767475 0.767748 0.767995 0.768222
 100 300 40 80 100 0.784597 0.00823586 0.0830401 0.20641 0.332147 0.440067 0.524081 0.586159 0.6313 0.664313 0.688767 0.70718 0.721201 0.732019 0.740483 0.747198 0.752585 0.756971 0.760568 0.76353 0.766017 0.768113 0.769892 0.771411 0.772724 0.773858 0.774843 0.775706 0.776468 0.777136 0.777731 0.778262 0.778735 0.779161 0.779546 0.779895 0.78021 0.780497 0.780759 0.780997 0.781216
 100 300 40 40 100 0.778507 0.00837099 0.0841474 0.210246 0.335648 0.440463 0.521265 0.581266 0.625332 0.657814 0.682107 0.700484 0.71454 0.72545 0.734024 0.74083 0.746304 0.75076 0.754415 0.757443 0.759964 0.762091 0.763888 0.76542 0.766735 0.767867 0.768854 0.769714 0.770469 0.771135 0.771726 0.772252 0.772721 0.773146 0.773528 0.773871 0.774183 0.774466 0.774724 0.774959 0.775173
 100 300 80 80 100 0.788343 0.00788987 0.0795885 0.202484 0.330565 0.439574 0.523921 0.586515 0.632271 0.665829 0.690735 0.709406 0.723641 0.734629 0.743242 0.750081 0.755577 0.760054 0.763731 0.766776 0.769317 0.771462 0.77328 0.774838 0.776176 0.777336 0.778347 0.779234 0.780015 0.780705 0.781318 0.781863 0.782348 0.782785 0.783182 0.783536 0.78386 0.784155 0.784422 0.784667 0.784892
 100 400 0 80 100 0.788578 0.01297 0.104636 0.236286 0.360121 0.460949 0.53777 0.59471 0.63667 0.66779 0.691268 0.709157 0.722953 0.733726 0.742233 0.749033 0.754556 0.759083 0.762825 0.765947 0.768566 0.770779 0.772665 0.774281 0.775674 0.77689 0.777946 0.778872 0.779687 0.780412 0.781061 0.781638 0.782151 0.782614 0.783033 0.78341 0.783753 0.784065 0.784346 0.784605 0.784841
 100 400 0 40 100 0.787745 0.0142741 0.108645 0.241266 0.365168 0.464465 0.539632 0.595378 0.636761 0.667589 0.690795 0.708488 0.722127 0.732788 0.741237 0.748022 0.753534 0.758052 0.761792 0.764908 0.767519 0.769736 0.771623 0.773242 0.774644 0.775862 0.776927 0.777859 0.778685 0.779414 0.780063 0.780642 0.781161 0.781631 0.782057 0.78244 0.782787 0.783103 0.783391 0.783656 0.783899
 100 400 0 0 100 0.778658 0.00942543 0.0929951 0.224063 0.349362 0.450409 0.527485 0.584491 0.626806 0.658553 0.682334 0.700452 0.714453 0.725371 0.733964 0.7408 0.746337 0.750834 0.754515 0.757559 0.760102 0.76224 0.764042 0.765583 0.766902 0.768039 0.769029 0.769893 0.770654 0.771322 0.771917 0.772446 0.772916 0.773338 0.773717 0.774061 0.774369 0.774651 0.774906 0.775138 0.775351
 100 400 40 80 100 0.794822 0.0126374 0.104934 0.237933 0.364154 0.466319 0.5441 0.601605 0.643956 0.675424 0.699035 0.716876 0.730573 0.741235 0.74963 0.756338 0.761774 0.76621 0.769868 0.772918 0.775484 0.777646 0.779488 0.781075 0.782431 0.783616 0.784646 0.785547 0.786344 0.787044 0.787667 0.78822 0.788718 0.789161 0.789558 0.789919 0.790245 0.790543 0.790816 0.791066 0.791291
 100 400 40 40 100 0.782847 0.0136709 0.104591 0.234333 0.356959 0.456479 0.532472 0.589088 0.631166 0.662597 0.686284 0.704327 0.718232 0.729024 0.737542 0.744352 0.749848 0.754321 0.758006 0.76107 0.763638 0.765811 0.767655 0.769232 0.770592 0.771774 0.772804 0.773704 0.774495 0.775195 0.775816 0.776369 0.776862 0.777304 0.777704 0.778061 0.778386 0.778681 0.77895 0.779194 0.779417
 100 400 80 80 100 0.804452 0.0130753 0.104167 0.237002 0.364647 0.468253 0.547054 0.605546 0.648813 0.681118 0.705364 0.723758 0.737931 0.749 0.757732 0.764713 0.77035 0.774934 0.77871 0.781854 0.784487 0.786709 0.788609 0.790233 0.791632 0.792847 0.793911 0.79484 0.795657 0.796377 0.797018 0.79759 0.798101 0.798562 0.798978 0.799352 0.799688 0.799996 0.800276 0.800532 0.800765
 100 500 0 80 100 0.799909 0.0192339 0.12493 0.25939 0.381954 0.479995 0.554005 0.609121 0.650018 0.680495 0.703405 0.720897 0.734443 0.745056 0.753469 0.760233 0.765739 0.770257 0.773995 0.777107 0.779726 0.781954 0.78385 0.785474 0.786882 0.788104 0.789169 0.790104 0.790933 0.791665 0.792316 0.792901 0.793423 0.793894 0.794317 0.794702 0.795048 0.795365 0.795653 0.795917 0.796158
