  200  200  1.3826
  200  250  1.4049
  200  300  1.483
  200  350  1.505
  200  400  1.5939
  200  450  1.6343
  200  500  1.6446
  200  550  1.6437
  200  600  1.6365
  200  650  1.6254
  200  700  1.6122
  200  750  1.5979
  200  800  1.583
  200  850  1.568
  200  900  1.5532
  200  950  1.5386
  200 1000  1.5245
  200 1050  1.5106
  200 1100  1.4971
  200 1150  1.4837
  200 1200  1.4703
  200 1250  1.4566
  200 1300  1.4426
  200 1350  1.4279
  200 1400  1.4123
  200 1450  1.3954
  200 1500  1.3771
  200 1550  1.3571
  200 1600  1.3349
  200 1650  1.3103
  200 1700  1.283
  200 1750  1.2528
  200 1800  1.2195
  200 1850  1.1832
  200 1900  1.1436
  200 1950  1.1012
  200 2000  1.0565
  250  200  1.4649
  250  250  1.4023
  250  300  1.4026
  250  350  1.4661
  250  400  1.4856
  250  450  1.5731
  250  500  1.6147
  250  550  1.6283
  250  600  1.6303
  250  650  1.6254
  250  700  1.616
  250  750  1.604
  250  800  1.5903
  250  850  1.5759
  250  900  1.561
  250  950  1.5462
  250 1000  1.5315
  250 1050  1.517
  250 1100  1.5028
  250 1150  1.4887
  250 1200  1.4746
  250 1250  1.4604
  250 1300  1.4458
  250 1350  1.4306
  250 1400  1.4145
  250 1450  1.3973
  250 1500  1.3787
  250 1550  1.3583
  250 1600  1.3359
  250 1650  1.3111
  250 1700  1.2837
  250 1750  1.2533
  250 1800  1.2199
  250 1850  1.1835
  250 1900  1.1439
  250 1950  1.1015
  250 2000  1.0569
  300  200  1.4914
  300  250  1.4799
  300  300  1.4195
  300  350  1.4059
  300  400  1.4569
  300  450  1.4726
  300  500  1.5567
  300  550  1.5982
  300  600  1.6137
  300  650  1.6178
  300  700  1.6147
  300  750  1.6069
  300  800  1.596
  300  850  1.583
  300  900  1.569
  300  950  1.5544
  300 1000  1.5396
  300 1050  1.5248
  300 1100  1.5101
  300 1150  1.4955
  300 1200  1.4809
  300 1250  1.4661
  300 1300  1.4509
  300 1350  1.4352
  300 1400  1.4186
  300 1450  1.401
  300 1500  1.382
  300 1550  1.3613
  300 1600  1.3386
  300 1650  1.3136
  300 1700  1.2859
  300 1750  1.2554
  300 1800  1.2219
  300 1850  1.1854
  300 1900  1.1457
  300 1950  1.1033
  300 2000  1.0586
  350  200  1.5054
  350  250  1.5038
  350  300  1.4919
  350  350  1.435
  350  400  1.4123
  350  450  1.453
  350  500  1.465
  350  550  1.5444
  350  600  1.5846
  350  650  1.601
  350  700  1.6065
  350  750  1.6048
  350  800  1.5982
  350  850  1.5881
  350  900  1.5759
  350  950  1.5623
  350 1000  1.548
  350 1050  1.5333
  350 1100  1.5184
  350 1150  1.5034
  350 1200  1.4883
  350 1250  1.473
  350 1300  1.4574
  350 1350  1.4411
  350 1400  1.4241
  350 1450  1.4061
  350 1500  1.3867
  350 1550  1.3656
  350 1600  1.3426
  350 1650  1.3173
  350 1700  1.2894
  350 1750  1.2587
  350 1800  1.2252
  350 1850  1.1885
  350 1900  1.1487
  350 1950  1.1061
  350 2000  1.0614
  400  200  1.5163
  400  250  1.5227
  400  300  1.5152
  400  350  1.5043
  400  400  1.4496
  400  450  1.4208
  400  500  1.4532
  400  550  1.461
  400  600  1.5356
  400  650  1.5739
  400  700  1.5903
  400  750  1.5965
  400  800  1.5958
  400  850  1.5899
  400  900  1.5806
  400  950  1.5689
  400 1000  1.5557
  400 1050  1.5416
  400 1100  1.5269
  400 1150  1.5118
